Statistical profiling result from isolate-0x103000000-v8.log, (2732 ticks, 192 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1  100.0%          LazyCompile: ~pp$3.parseExpression /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:1718:32
      1  100.0%            LazyCompile: ~pp$1.parseStatement /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:720:31
      1    2.8%    LazyCompile: ~EventEmitter.init events.js:62:29
      1  100.0%      LazyCompile: ~EventEmitter events.js:27:22
      1  100.0%        LazyCompile: ~Stream internal/streams/legacy.js:6:16
      1  100.0%          LazyCompile: ~Readable _stream_readable.js:140:18
      1  100.0%            LazyCompile: ~IncomingMessage _http_incoming.js:38:25
      1    2.8%    LazyCompile: ~ClientRequest _http_client.js:79:23
      1  100.0%      LazyCompile: ~request http.js:37:17
      1  100.0%        LazyCompile: ~Request.start /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/request/request.js:708:36
      1  100.0%          LazyCompile: ~Request.end /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/request/request.js:1503:34
      1  100.0%            LazyCompile: ~end /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/request/request.js:528:24
      1    2.8%    LazyCompile: ~<anonymous> /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/request/request.js:1120:27
      1  100.0%      LazyCompile: ~emit events.js:156:44
      1  100.0%        LazyCompile: ~<anonymous> /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/request/request.js:1082:42
      1  100.0%          LazyCompile: ~onceWrapper events.js:307:21
      1  100.0%            LazyCompile: ~emitNone events.js:104:18
      1    2.8%    LazyCompile: *pp$4.finishNode /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:4433:28
      1  100.0%      LazyCompile: *pp$3.parseMaybeAssign /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:3322:34
      1  100.0%        LazyCompile: *parseExpression /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:7308:25
      1  100.0%          LazyCompile: *addAttribute /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-attrs/index.js:46:24
      1  100.0%            LazyCompile: *<anonymous> /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-attrs/index.js:75:25

     29    1.1%  Builtin: CallFunction_ReceiverIsAny
      2    6.9%    LazyCompile: ~parseTag /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-parser/index.js:1034:21
      2  100.0%      LazyCompile: ~parseExpr /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-parser/index.js:205:22
      2  100.0%        LazyCompile: ~block /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-parser/index.js:987:18
      1   50.0%          LazyCompile: ~tag /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-parser/index.js:1056:16
      1  100.0%            LazyCompile: ~parseTag /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-parser/index.js:1034:21
      1   50.0%          LazyCompile: *tag /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-parser/index.js:1056:16
      1  100.0%            LazyCompile: ~parseTag /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-parser/index.js:1034:21
      1    3.4%    LazyCompile: ~stripShebang internal/module.js:54:22
      1  100.0%      LazyCompile: ~Module._compile module.js:609:37
      1  100.0%        LazyCompile: ~Module._extensions..js module.js:661:37
      1  100.0%          LazyCompile: ~Module.load module.js:556:33
      1  100.0%            LazyCompile: ~tryModuleLoad module.js:502:23
      1    3.4%    LazyCompile: ~runPlugin /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-parser/index.js:171:22
      1  100.0%      LazyCompile: ~tag /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-parser/index.js:1056:16
      1  100.0%        LazyCompile: ~parseTag /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-parser/index.js:1034:21
      1  100.0%          LazyCompile: ~parseExpr /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-parser/index.js:205:22
      1  100.0%            LazyCompile: ~block /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-parser/index.js:987:18
      1    3.4%    LazyCompile: ~runInThisContext vm.js:138:26
      1  100.0%      LazyCompile: ~Module._compile module.js:609:37
      1  100.0%        LazyCompile: ~Module._extensions..js module.js:661:37
      1  100.0%          LazyCompile: ~Module.load module.js:556:33
      1  100.0%            LazyCompile: ~tryModuleLoad module.js:502:23
      1    3.4%    LazyCompile: ~releaseConnection /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/knex/lib/client.js:347:48
      1  100.0%      LazyCompile: ~<anonymous> /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/knex/lib/runner.js:239:26
      1  100.0%        LazyCompile: ~FunctionDisposer.doDispose /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/bluebird/js/release/using.js:96:53
      1  100.0%          LazyCompile: ~Disposer.tryDispose /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/bluebird/js/release/using.js:73:45
      1  100.0%            LazyCompile: ~iterator /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/bluebird/js/release/using.js:29:26
      1    3.4%    LazyCompile: ~readPackage module.js:113:21
      1  100.0%      LazyCompile: ~tryPackage module.js:135:20
      1  100.0%        LazyCompile: ~Module._findPath module.js:182:28
      1  100.0%          LazyCompile: ~Module._resolveFilename module.js:514:35
      1  100.0%            LazyCompile: ~Module._load module.js:448:24
      1    3.4%    LazyCompile: ~pug_classes_array /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-runtime/index.js:63:27
      1  100.0%      LazyCompile: ~pug_classes /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-runtime/index.js:84:21
      1  100.0%        LazyCompile: ~pug_classes_array /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-runtime/index.js:63:27
      1  100.0%          LazyCompile: ~pug_classes /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-runtime/index.js:84:21
      1  100.0%            LazyCompile: ~<anonymous> :10:11
      1    3.4%    LazyCompile: ~pp$7.readToken /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/is-expression/node_modules/acorn/dist/acorn.js:2727:26
      1  100.0%      LazyCompile: ~pp$7.nextToken /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/is-expression/node_modules/acorn/dist/acorn.js:2715:26
      1  100.0%        LazyCompile: ~isExpression /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/is-expression/index.js:14:22
      1  100.0%          LazyCompile: ~isExpression /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:67:26
      1  100.0%            LazyCompile: *callLexerFunction /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:1444:31
      1    3.4%    LazyCompile: ~pp$7.readString /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/is-expression/node_modules/acorn/dist/acorn.js:3182:27
      1  100.0%      LazyCompile: ~pp$7.getTokenFromCode /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/is-expression/node_modules/acorn/dist/acorn.js:2942:33
      1  100.0%        LazyCompile: ~pp$7.readToken /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/is-expression/node_modules/acorn/dist/acorn.js:2727:26
      1  100.0%          LazyCompile: ~pp$7.nextToken /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/is-expression/node_modules/acorn/dist/acorn.js:2715:26
      1  100.0%            LazyCompile: ~isExpression /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/is-expression/index.js:14:22
      1    3.4%    LazyCompile: ~pp$3.parseMaybeAssign /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:1586:35
      1  100.0%      LazyCompile: ~pp$3.parseExpression /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:1569:34
      1  100.0%        LazyCompile: ~pp$1.parseStatement /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:675:33
      1  100.0%          LazyCompile: ~pp$1.parseBlock /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:974:29
      1  100.0%            LazyCompile: ~pp$3.parseFunctionBody /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:2094:36
      1    3.4%    LazyCompile: ~pp$3.parseLiteral /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/is-expression/node_modules/acorn/dist/acorn.js:2015:29
      1  100.0%      LazyCompile: ~pp$3.parseExprAtom /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/is-expression/node_modules/acorn/dist/acorn.js:1931:30
      1  100.0%        LazyCompile: *pp$3.parseExprSubscripts /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/is-expression/node_modules/acorn/dist/acorn.js:1870:36
      1  100.0%          LazyCompile: *pp$3.parseExprOps /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/is-expression/node_modules/acorn/dist/acorn.js:1789:29
      1  100.0%            LazyCompile: *isExpression /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:67:26
      1    3.4%    LazyCompile: ~pp$1.parseVar /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:1025:27
      1  100.0%      LazyCompile: ~pp$1.parseVarStatement /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:915:36
      1  100.0%        LazyCompile: *pp$1.parseStatement /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:675:33
      1  100.0%          LazyCompile: *pp$1.parseBlock /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:974:29
      1  100.0%            LazyCompile: *pp$1.parseStatement /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:675:33
      1    3.4%    LazyCompile: ~pp$1.parseFunction /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:1109:30
      1  100.0%      LazyCompile: *pp$3.parseExprAtom /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:1931:30
      1  100.0%        LazyCompile: *pp$3.parseMaybeUnary /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:1828:32
      1  100.0%          LazyCompile: *pp$3.parseParenAndDistinguishExpression /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:2030:51
      1  100.0%            LazyCompile: *pp$3.parseExprAtom /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:1931:30
      1    3.4%    LazyCompile: ~parseurl /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/parseurl/index.js:35:19
      1  100.0%      LazyCompile: ~getPathname /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/express/lib/router/index.js:526:21
      1  100.0%        LazyCompile: ~next /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/express/lib/router/index.js:176:16
      1  100.0%          LazyCompile: ~<anonymous> /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/express-request-id/index.js:12:21
      1  100.0%            LazyCompile: ~handle /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/express/lib/router/layer.js:86:49
      1    3.4%    LazyCompile: ~onceWrapper events.js:307:21
      1  100.0%      LazyCompile: ~emitNone events.js:104:18
      1  100.0%        LazyCompile: ~emit events.js:156:44
      1  100.0%          LazyCompile: ~afterConnect net.js:1150:22
      1    3.4%    LazyCompile: ~nextToken /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:753:53
      1  100.0%      LazyCompile: ~next /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:682:43
      1  100.0%        LazyCompile: ~pp$3.parseLiteral /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:3775:30
      1  100.0%          LazyCompile: ~pp$3.parseExprAtom /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:3606:31
      1  100.0%            LazyCompile: ~pp$3.parseExprSubscripts /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:3490:37
      1    3.4%    LazyCompile: ~isKeyword$$1 /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:713:56
      1  100.0%      LazyCompile: ~readWord /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:1509:51
      1  100.0%        LazyCompile: *next /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:682:43
      1  100.0%          LazyCompile: *pp$3.parseSubscripts /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:3507:33
      1  100.0%            LazyCompile: *pp$3.parseExprSubscripts /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:3490:37
      1    3.4%    LazyCompile: ~isConstant /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/constantinople/lib/index.js:317:20
      1  100.0%      LazyCompile: ~isConstant /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-attrs/index.js:8:20
      1  100.0%        LazyCompile: ~addAttribute /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-attrs/index.js:46:24
      1  100.0%          LazyCompile: ~compileAttrs /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-attrs/index.js:22:22
      1  100.0%            LazyCompile: ~attrs /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-code-gen/index.js:797:18
      1    3.4%    LazyCompile: ~isArrayLike /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/lodash/isArrayLike.js:29:21
